-10,300979796157451
-3,292483807335546
-9,947858240647204
10,043216949031363
8,862601755981837
4,201729177627097
1,501855013722837
10,244350193175356
-6,369976927890506
-5,76531000846589
9,48021102606492
10,213728380758782
2,1644349124354356
9,628627620146085
9,134367551427156
10,147919631274513
-4,844940067394144
2,1231124082102504
-3,356703210437435
6,982739260269854
3,3996155696311927
-7,741238524520568
8,458733623125939
9,583267301164858
10,198844067059143
-5,3641595408057405
6,1520549232499615
7,839932046965137
-1,3597721590229757
-2,0330184411610457
5,0189098360280795
-8,397934800562606
-8,530919262344693
5,511981640447777
1,5263511336513869
9,290947937865953
-1,0923991493529748
-1,5571845299865181
4,882811497388623
9,771892524359815
-9,598101385402963
5,678322229198416
7,831829311771825
5,689179321172579
2,8490868129998077
-8,395315280894582
1,3681985934249603
7,88150669860808
-6,776436121635342
5,748877198367223
9,781830951046453
1,2486994609083517
0,3368964185821195
-6,801679452170384
8,471273548882357
-10,109077785381297
-3,3053413902962427
-1,9046961749632167
-4,407659183775714
-4,896212196924341
-0,16638640017889195
8,429054231950621
2,2435768914717844
-7,174671418175269
5,651385073840361
5,306293465429979
-7,210241104080271
6,403558307138754
-2,4761629790350597
-5,094968897599784
-8,450075667654167
-1,7192094843652832
9,29728078292912
-5,514365524754576
-5,900388187698792
4,230866513922434
5,234837834841807
4,272940343313794
-4,6871650458120895
0,18131384489171865
-3,262030104370649
-0,19790624428375558
9,040861062658932
3,852182412330178
-0,1038760297878305
-4,5534663078773265
-5,349095700018361
0,02534893481763767
-6,660056215847551
5,138058939724461
-7,450401019241516
-10,450264086945605
-6,813834821312684
1,696007180793405
-7,137554241811767
6,510480770867792
-10,619125345265962
-0,4149262306282928
-9,488801151240361
1,2917037958294646
